"index","year","word","page","frequency","articleCount","stfreq","pagegroup"
"1933:15",1933,"played",15,209,2094,9.98089780324737,6
"1933:15",1933,"beat",15,202,2094,9.64660936007641,6
"1933:15",1933,"Chinese",15,190,2094,9.07354345749761,6
"1933:15",1933,"Malaya",15,151,2094,7.21107927411652,6
"1933:15",1933,"Selangor",15,142,2094,6.78127984718243,6
"1933:19",1933,"London",19,219,1721,12.7251597908193,7
"1933:19",1933,"Editor",19,210,1721,12.2022080185938,7
"1933:19",1933,"Sir",19,207,1721,12.0278907611854,7
"1933:19",1933,"British",19,120,1721,6.97269029633934,7
"1933:19",1933,"Chinese",19,94,1721,5.46194073213248,7
"1933:19",1933,"Government",19,91,1721,5.287623474724,7
"1933:19",1933,"meeting",19,85,1721,4.93898895990703,7
"1933:19",1933,"Street",19,77,1721,4.47414294015107,7
"1933:19",1933,"Headquarters",19,77,1721,4.47414294015107,7
"1933:19",1933,"recently",19,74,1721,4.29982568274259,7
"1933:19",1933,"Berlin",19,57,1721,3.31202789076119,7
"1934:1",1934,"London",1,254,700,36.2857142857143,1
"1934:1",1934,"Spot",1,159,700,22.7142857142857,1
"1934:1",1934,"Sellers",1,99,700,14.1428571428571,1
"1934:1",1934,"Buyers",1,88,700,12.5714285714286,1
"1934:1",1934,"Singapore",1,81,700,11.5714285714286,1
"1934:1",1934,"York",1,80,700,11.4285714285714,1
"1934:1",1934,"Market",1,77,700,11,1
"1934:1",1934,"Standard",1,61,700,8.71428571428572,1
"1934:1",1934,"supplied",1,48,700,6.85714285714286,1
"1934:1",1934,"Government",1,46,700,6.57142857142857,1
"1934:6",1934,"London",6,292,1811,16.1236885698509,2
"1934:6",1934,"Editor",6,171,1811,9.44229707344009,2
"1934:6",1934,"British",6,139,1811,7.67531750414136,2
"1934:6",1934,"Singapore",6,136,1811,7.5096631695196,2
"1934:6",1934,"Chinese",6,132,1811,7.28879072335726,2
"1934:6",1934,"Sir",6,130,1811,7.17835450027609,2
"1934:6",1934,"Government",6,99,1811,5.46659304251795,2
"1934:6",1934,"Club",6,85,1811,4.69353948094975,2
"1934:6",1934,"meeting",6,83,1811,4.58310325786858,2
"1934:6",1934,"recently",6,80,1811,4.41744892324683,2
"1934:7",1934,"London",7,111,944,11.7584745762712,3
"1934:7",1934,"Chinese",7,94,944,9.95762711864407,3
"1934:7",1934,"Club",7,64,944,6.77966101694915,3
"1934:7",1934,"Singapore",7,61,944,6.46186440677966,3
"1934:7",1934,"meeting",7,49,944,5.19067796610169,3
"1934:7",1934,"Sir",7,45,944,4.76694915254237,3
"1934:7",1934,"British",7,44,944,4.66101694915254,3
"1934:7",1934,"Government",7,40,944,4.23728813559322,3
"1934:7",1934,"recently",7,39,944,4.13135593220339,3
"1934:7",1934,"Road",7,38,944,4.02542372881356,3
"1934:8",1934,"Singapore",8,2307,4606,50.0868432479375,4
"1934:8",1934,"London",8,2076,4606,45.0716456795484,4
"1934:8",1934,"Tin",8,1148,4606,24.9240121580547,4
"1934:8",1934,"red",8,1067,4606,23.1654363873209,4
"1934:8",1934,"sight",8,1030,4606,22.3621363438993,4
"1934:8",1934,"Municipal",8,945,4606,20.516717325228,4
"1934:8",1934,"Pepper",8,902,4606,19.5831524099001,4
"1934:8",1934,"Buyers",8,811,4606,17.6074685193226,4
"1934:8",1934,"Sellers",8,768,4606,16.6739036039948,4
"1934:8",1934,"nom",8,704,4606,15.2844116369952,4
"1934:11",1934,"London",11,1776,6147,28.8921425085408,5
"1934:11",1934,"British",11,669,6147,10.8833577354807,5
"1934:11",1934,"Government",11,632,6147,10.2814380998861,5
"1934:11",1934,"Rugby",11,462,6147,7.51586139580283,5
"1934:11",1934,"Sir",11,458,6147,7.45078900276558,5
"1934:11",1934,"Chinese",11,449,6147,7.30437611843176,5
"1934:11",1934,"Minister",11,430,6147,6.9952822515048,5
"1934:11",1934,"Shanghai",11,409,6147,6.65365218805922,5
"1934:11",1934,"Japanese",11,408,6147,6.6373840897999,5
"1934:11",1934,"Wireless",11,355,6147,5.77517488205629,5
"1934:17",1934,"London",17,199,1845,10.7859078590786,6
"1934:17",1934,"Singapore",17,153,1845,8.29268292682927,6
"1934:17",1934,"Chinese",17,140,1845,7.58807588075881,6
"1934:17",1934,"British",17,117,1845,6.34146341463415,6
"1934:17",1934,"Club",17,101,1845,5.47425474254743,6
"1934:17",1934,"Government",17,98,1845,5.31165311653117,6
"1934:17",1934,"Kuala",17,92,1845,4.98644986449865,6
"1934:17",1934,"Lumpur",17,84,1845,4.55284552845528,6
"1934:17",1934,"meeting",17,78,1845,4.22764227642276,6
"1934:17",1934,"car",17,75,1845,4.0650406504065,6
"1934:17",1934,"Association",17,75,1845,4.0650406504065,6
"1934:18",1934,"London",18,266,1752,15.1826484018265,7
"1934:18",1934,"Chinese",18,159,1752,9.07534246575342,7
"1934:18",1934,"Singapore",18,103,1752,5.87899543378995,7
"1934:18",1934,"Government",18,93,1752,5.30821917808219,7
"1934:18",1934,"Shanghai",18,92,1752,5.25114155251141,7
"1934:18",1934,"British",18,81,1752,4.62328767123288,7
"1934:18",1934,"Club",18,78,1752,4.45205479452055,7
"1934:18",1934,"report",18,77,1752,4.39497716894977,7
"1934:18",1934,"meeting",18,73,1752,4.16666666666667,7
"1934:18",1934,"recently",18,72,1752,4.10958904109589,7
"1935:1",1935,"London",1,215,805,26.7080745341615,1
"1935:1",1935,"Singapore",1,114,805,14.1614906832298,1
"1935:1",1935,"Spot",1,113,805,14.0372670807453,1
"1935:1",1935,"Chinese",1,68,805,8.4472049689441,1
"1935:1",1935,"York",1,65,805,8.07453416149068,1
"1935:1",1935,"Sellers",1,59,805,7.32919254658385,1
"1935:1",1935,"Buyers",1,56,805,6.95652173913043,1
"1935:1",1935,"British",1,52,805,6.45962732919255,1
"1935:1",1935,"Government",1,50,805,6.2111801242236,1
"1935:1",1935,"cases",1,50,805,6.2111801242236,1
"1935:1",1935,"Sir",1,46,805,5.71428571428571,1
"1935:8",1935,"London",8,1874,3931,47.6723480030527,2
"1935:8",1935,"sight",8,769,3931,19.5624523022132,2
"1935:8",1935,"red",8,767,3931,19.5115746629356,2
"1935:8",1935,"Singapore",8,738,3931,18.7738488934113,2
"1935:8",1935,"Tin",8,711,3931,18.0870007631646,2
"1935:8",1935,"Int",8,663,3931,16.8659374205037,2
"1935:8",1935,"Ayer",8,654,3931,16.6369880437548,2
"1935:8",1935,"Pepper",8,591,3931,15.0343424065123,2
"1935:8",1935,"Sellers",8,591,3931,15.0343424065123,2
"1935:8",1935,"Buyers",8,565,3931,14.3729330959044,2
"1935:8",1935,"norn",8,508,3931,12.9229203764945,2
"1935:13",1935,"Singapore",13,810,2967,27.3003033367037,3
"1935:13",1935,"Kuala",13,528,2967,17.7957532861476,3
"1935:13",1935,"Lumpur",13,495,2967,16.6835187057634,3
"1935:13",1935,"Chinese",13,375,2967,12.639029322548,3
"1935:13",1935,"meeting",13,223,2967,7.51600943714189,3
"1935:13",1935,"Seremban",13,204,2967,6.87563195146613,3
"1935:13",1935,"Road",13,199,2967,6.70711156049882,3
"1935:13",1935,"Court",13,189,2967,6.37007077856421,3
"1935:13",1935,"Sir",13,171,2967,5.7633973710819,3
"1935:13",1935,"Justice",13,171,2967,5.7633973710819,3
"1935:13",1935,"Johore",13,171,2967,5.7633973710819,3
"1935:13",1935,"Penang",13,160,2967,5.39265251095383,3
"1935:15",1935,"Club",15,549,2458,22.3352318958503,4
"1935:15",1935,"Singapore",15,386,2458,15.7038242473556,4
"1935:15",1935,"Cup",15,331,2458,13.4662327095199,4
"1935:15",1935,"London",15,290,2458,11.7982099267697,4
"1935:15",1935,"match",15,279,2458,11.3506916192026,4
"1935:15",1935,"Kuala",15,242,2458,9.84540276647681,4
"1935:15",1935,"Lumpur",15,239,2458,9.7233523189585,4
"1935:15",1935,"played",15,231,2458,9.39788445890968,4
"1935:15",1935,"Football",15,226,2458,9.19446704637917,4
"1935:15",1935,"Conducted",15,206,2458,8.38079739625712,4
"1935:17",1935,"Singapore",17,214,1941,11.0252447192169,5
"1935:17",1935,"London",17,213,1941,10.9737248840804,5
"1935:17",1935,"Editor",17,178,1941,9.17053065430191,5
"1935:17",1935,"Club",17,168,1941,8.65533230293663,5
"1935:17",1935,"Chinese",17,164,1941,8.44925296239052,5
"1935:17",1935,"Kuala",17,160,1941,8.24317362184441,5
"1935:17",1935,"Lumpur",17,157,1941,8.08861411643483,5
"1935:17",1935,"meeting",17,133,1941,6.85213807315817,5
"1935:17",1935,"Sir",17,131,1941,6.74909840288511,5
"1935:17",1935,"Government",17,126,1941,6.49149922720247,5
"1935:18",1935,"London",18,256,1781,14.3739472206626,6
"1935:18",1935,"Singapore",18,191,1781,10.7243121841662,6
"1935:18",1935,"Chinese",18,117,1781,6.56934306569343,6
"1935:18",1935,"British",18,93,1781,5.22178551375632,6
"1935:18",1935,"Government",18,86,1781,4.82874789444133,6
"1935:18",1935,"Club",18,83,1781,4.66030320044919,6
"1935:18",1935,"meeting",18,75,1781,4.21111734980348,6
"1935:18",1935,"Sir",18,71,1781,3.98652442448063,6
"1935:18",1935,"many",18,64,1781,3.59348680516564,6
"1935:18",1935,"Malaya",18,64,1781,3.59348680516564,6
"1935:18",1935,"Shanghai",18,61,1781,3.4250421111735,6
"1935:23",1935,"Singapore",23,44,199,22.1105527638191,7
"1935:23",1935,"Badminton",23,33,199,16.5829145728643,7
"1935:23",1935,"Association",23,28,199,14.070351758794,7
"1935:23",1935,"played",23,24,199,12.0603015075377,7
"1935:23",1935,"Party",23,21,199,10.5527638190955,7
"1935:23",1935,"meeting",23,20,199,10.0502512562814,7
"1935:23",1935,"badminton",23,19,199,9.54773869346734,7
"1935:23",1935,"match",23,19,199,9.54773869346734,7
"1935:23",1935,"London",23,18,199,9.04522613065327,7
"1935:23",1935,"five",23,16,199,8.04020100502512,7
"1935:23",1935,"Club",23,15,199,7.53768844221105,7
"1936:1",1936,"Singapore",1,208,1178,17.6570458404075,1
"1936:1",1936,"London",1,166,1178,14.0916808149406,1
"1936:1",1936,"Japanese",1,97,1178,8.23429541595925,1
"1936:1",1936,"Radio",1,94,1178,7.97962648556876,1
"1936:1",1936,"British",1,90,1178,7.64006791171477,1
"1936:1",1936,"Chinese",1,78,1178,6.6213921901528,1
"1936:1",1936,"Malaya",1,73,1178,6.19694397283531,1
"1936:1",1936,"Government",1,61,1178,5.17826825127335,1
"1936:1",1936,"radio",1,57,1178,4.83870967741935,1
"1936:1",1936,"Kuala",1,54,1178,4.58404074702886,1
"1936:1",1936,"Lumpur",1,54,1178,4.58404074702886,1
"1936:5",1936,"Singapore",5,198,1567,12.635609444799,2
"1936:5",1936,"Club",5,170,1567,10.8487555839183,2
"1936:5",1936,"London",5,150,1567,9.57243139757498,2
"1936:5",1936,"Chinese",5,139,1567,8.87045309508615,2
"1936:5",1936,"Association",5,107,1567,6.82833439693682,2
"1936:5",1936,"Kuala",5,102,1567,6.50925335035099,2
"1936:5",1936,"meeting",5,100,1567,6.38162093171666,2
"1936:5",1936,"beat",5,100,1567,6.38162093171666,2
"1936:5",1936,"Government",5,98,1567,6.25398851308232,2
"1936:5",1936,"Lumpur",5,96,1567,6.12635609444799,2
"1936:5",1936,"British",5,88,1567,5.61582641991066,2
"1936:6",1936,"London",6,2557,4638,55.1315222078482,3
"1936:6",1936,"red",6,1079,4638,23.2643380767572,3
"1936:6",1936,"Singapore",6,938,4638,20.2242345838724,3
"1936:6",1936,"Ayer",6,902,4638,19.4480379473911,3
"1936:6",1936,"Tin",6,793,4638,17.0978870202674,3
"1936:6",1936,"sight",6,760,4638,16.3863734368262,3
"1936:6",1936,"Pepper",6,739,4638,15.9335920655455,3
"1936:6",1936,"Int",6,721,4638,15.5454937473049,3
"1936:6",1936,"Buyers",6,704,4638,15.1789564467443,3
"1936:6",1936,"Sellers",6,683,4638,14.7261750754636,3
"1936:8",1936,"London",8,211,1519,13.8907175773535,4
"1936:8",1936,"Singapore",8,178,1519,11.7182356813693,4
"1936:8",1936,"News",8,176,1519,11.5865701119157,4
"1936:8",1936,"Japanese",8,145,1519,9.54575378538512,4
"1936:8",1936,"British",8,135,1519,8.88742593811718,4
"1936:8",1936,"Government",8,100,1519,6.5832784726794,4
"1936:8",1936,"China",8,92,1519,6.05661619486504,4
"1936:8",1936,"Chinese",8,90,1519,5.92495062541146,4
"1936:8",1936,"Sir",8,83,1519,5.4641211323239,4
"1936:8",1936,"Nanking",8,80,1519,5.26662277814352,4
"1936:12",1936,"Singapore",12,1417,3584,39.5368303571429,5
"1936:12",1936,"Kuala",12,477,3584,13.3091517857143,5
"1936:12",1936,"Lumpur",12,455,3584,12.6953125,5
"1936:12",1936,"Chinese",12,422,3584,11.7745535714286,5
"1936:12",1936,"morning",12,370,3584,10.3236607142857,5
"1936:12",1936,"Europe",12,291,3584,8.11941964285714,5
"1936:12",1936,"Mails",12,266,3584,7.421875,5
"1936:12",1936,"Imperial",12,265,3584,7.39397321428571,5
"1936:12",1936,"Malaya",12,216,3584,6.02678571428571,5
"1936:12",1936,"meeting",12,213,3584,5.94308035714286,5
"1936:18",1936,"London",18,258,1399,18.4417441029307,6
"1936:18",1936,"British",18,121,1399,8.64903502501787,6
"1936:18",1936,"Japanese",18,85,1399,6.07576840600429,6
"1936:18",1936,"Government",18,77,1399,5.50393137955683,6
"1936:18",1936,"Sir",18,75,1399,5.36097212294496,6
"1936:18",1936,"Singapore",18,75,1399,5.36097212294496,6
"1936:18",1936,"China",18,67,1399,4.7891350964975,6
"1936:18",1936,"Chinese",18,63,1399,4.50321658327377,6
"1936:18",1936,"many",18,58,1399,4.1458184417441,6
"1936:18",1936,"Malaya",18,58,1399,4.1458184417441,6
"1936:18",1936,"King",18,53,1399,3.78842030021444,6
"1936:18",1936,"Kuala",18,52,1399,3.71694067190851,6
"1936:20",1936,"Singapore",20,60,531,11.2994350282486,7
"1936:20",1936,"ounces",20,39,531,7.34463276836158,7
"1936:20",1936,"Club",20,34,531,6.4030131826742,7
"1936:20",1936,"sugar",20,32,531,6.02636534839925,7
"1936:20",1936,"four",20,31,531,5.83804143126177,7
"1936:20",1936,"London",20,31,531,5.83804143126177,7
"1936:20",1936,"small",20,30,531,5.64971751412429,7
"1936:20",1936,"shows",20,28,531,5.27306967984934,7
"1936:20",1936,"butter",20,28,531,5.27306967984934,7
"1936:20",1936,"large",20,27,531,5.08474576271187,7
"1936:20",1936,"white",20,27,531,5.08474576271187,7
"1936:20",1936,"left",20,26,531,4.89642184557439,7
"1936:20",1936,"well",20,25,531,4.70809792843691,7
"1937:1",1937,"London",1,236,1268,18.6119873817035,1
"1937:1",1937,"Singapore",1,156,1268,12.3028391167192,1
"1937:1",1937,"radio",1,107,1268,8.4384858044164,1
"1937:1",1937,"British",1,97,1268,7.64984227129337,1
"1937:1",1937,"Chinese",1,83,1268,6.54574132492113,1
"1937:1",1937,"Daventry",1,79,1268,6.23028391167192,1
"1937:1",1937,"broadcast",1,79,1268,6.23028391167192,1
"1937:1",1937,"Japanese",1,78,1268,6.15141955835962,1
"1937:1",1937,"station",1,77,1268,6.07255520504732,1
"1937:1",1937,"Radio",1,72,1268,5.6782334384858,1
"1937:1",1937,"programmes",1,63,1268,4.96845425867508,1
"1937:8",1937,"Chinese",8,145,1294,11.2055641421947,2
"1937:8",1937,"London",8,143,1294,11.0510046367852,2
"1937:8",1937,"Singapore",8,141,1294,10.8964451313756,2
"1937:8",1937,"News",8,86,1294,6.64605873261206,2
"1937:8",1937,"British",8,84,1294,6.49149922720247,2
"1937:8",1937,"Japanese",8,83,1294,6.41421947449768,2
"1937:8",1937,"recently",8,77,1294,5.95054095826893,2
"1937:8",1937,"Shanghai",8,74,1294,5.71870170015456,2
"1937:8",1937,"Government",8,73,1294,5.64142194744977,2
"1937:8",1937,"Miss",8,53,1294,4.09582689335394,2
"1937:13",1937,"Singapore",13,1100,3199,34.385745545483,3
"1937:13",1937,"Chinese",13,545,3199,17.0365739293529,3
"1937:13",1937,"Kuala",13,497,3199,15.5361050328228,3
"1937:13",1937,"Lumpur",13,487,3199,15.2235073460456,3
"1937:13",1937,"Court",13,304,3199,9.50296967802438,3
"1937:13",1937,"London",13,250,3199,7.81494216942795,3
"1937:13",1937,"Malaya",13,233,3199,7.28352610190685,3
"1937:13",1937,"meeting",13,226,3199,7.06470772116286,3
"1937:13",1937,"Johore",13,219,3199,6.84588934041888,3
"1937:13",1937,"Government",13,184,3199,5.75179743669897,3
"1937:16",1937,"Singapore",16,290,1989,14.5801910507793,4
"1937:16",1937,"Chinese",16,210,1989,10.5580693815988,4
"1937:16",1937,"Editor",16,171,1989,8.5972850678733,4
"1937:16",1937,"London",16,156,1989,7.84313725490196,4
"1937:16",1937,"Kuala",16,135,1989,6.78733031674208,4
"1937:16",1937,"Lumpur",16,130,1989,6.5359477124183,4
"1937:16",1937,"Club",16,111,1989,5.58069381598793,4
"1937:16",1937,"Johore",16,111,1989,5.58069381598793,4
"1937:16",1937,"recently",16,98,1989,4.9270990447461,4
"1937:16",1937,"meeting",16,89,1989,4.4746103569633,4
"1937:16",1937,"Sir",16,87,1989,4.37405731523379,4
"1937:20",1937,"London",20,47,442,10.6334841628959,5
"1937:20",1937,"Singapore",20,47,442,10.6334841628959,5
"1937:20",1937,"Royal",20,42,442,9.50226244343891,5
"1937:20",1937,"Coronation",20,32,442,7.23981900452489,5
"1937:20",1937,"King",20,32,442,7.23981900452489,5
"1937:20",1937,"left",20,25,442,5.65610859728507,5
"1937:20",1937,"Sir",20,23,442,5.20361990950226,5
"1937:20",1937,"great",20,23,442,5.20361990950226,5
"1937:20",1937,"Queen",20,23,442,5.20361990950226,5
"1937:20",1937,"seen",20,23,442,5.20361990950226,5
"1937:20",1937,"month",20,22,442,4.97737556561086,5
"1937:20",1937,"British",20,22,442,4.97737556561086,5
"1937:20",1937,"little",20,21,442,4.75113122171946,5
"1937:20",1937,"Chinese",20,21,442,4.75113122171946,5
"1937:20",1937,"Britain",20,19,442,4.29864253393665,5
"1937:20",1937,"taken",20,18,442,4.07239819004525,5
"1937:20",1937,"part",20,18,442,4.07239819004525,5
"1937:20",1937,"air",20,17,442,3.84615384615385,5
"1937:20",1937,"General",20,17,442,3.84615384615385,5
"1937:20",1937,"picture",20,17,442,3.84615384615385,5
"1937:22",1937,"Malacca",22,88,271,32.4723247232472,6
"1937:22",1937,"Seremban",22,52,271,19.1881918819188,6
"1937:22",1937,"Club",22,44,271,16.2361623616236,6
"1937:22",1937,"Chinese",22,37,271,13.6531365313653,6
"1937:22",1937,"Association",22,37,271,13.6531365313653,6
"1937:22",1937,"beat",22,31,271,11.4391143911439,6
"1937:22",1937,"Segamat",22,30,271,11.070110701107,6
"1937:22",1937,"team",22,27,271,9.96309963099631,6
"1937:22",1937,"Johore",22,26,271,9.59409594095941,6
"1937:22",1937,"Negri",22,26,271,9.59409594095941,6
"1937:22",1937,"annual",22,25,271,9.22509225092251,6
"1937:22",1937,"Muar",22,24,271,8.85608856088561,6
"1937:23",1937,"Malacca",23,75,243,30.8641975308642,7
"1937:23",1937,"Club",23,38,243,15.6378600823045,7
"1937:23",1937,"Association",23,36,243,14.8148148148148,7
"1937:23",1937,"Segamat",23,35,243,14.40329218107,7
"1937:23",1937,"Chinese",23,31,243,12.7572016460905,7
"1937:23",1937,"Seremban",23,31,243,12.7572016460905,7
"1937:23",1937,"meeting",23,28,243,11.522633744856,7
"1937:23",1937,"Muar",23,25,243,10.2880658436214,7
"1937:23",1937,"Johore",23,25,243,10.2880658436214,7
"1937:23",1937,"London",23,25,243,10.2880658436214,7
"1937:23",1937,"match",23,25,243,10.2880658436214,7
"1937:23",1937,"played",23,24,243,9.87654320987654,7
"1937:23",1937,"annual",23,24,243,9.87654320987654,7
"1937:23",1937,"Negri",23,23,243,9.46502057613169,7
"1937:23",1937,"Cup",23,20,243,8.23045267489712,7
"1938:1",1938,"London",1,186,708,26.271186440678,1
"1938:1",1938,"Chinese",1,115,708,16.2429378531073,1
"1938:1",1938,"Japanese",1,103,708,14.5480225988701,1
"1938:1",1938,"Singapore",1,103,708,14.5480225988701,1
"1938:1",1938,"British",1,62,708,8.75706214689266,1
"1938:1",1938,"Government",1,42,708,5.93220338983051,1
"1938:1",1938,"Air",1,41,708,5.7909604519774,1
"1938:1",1938,"morning",1,40,708,5.64971751412429,1
"1938:1",1938,"York",1,40,708,5.64971751412429,1
"1938:1",1938,"Hankow",1,39,708,5.50847457627119,1
"1938:1",1938,"Sir",1,36,708,5.08474576271187,1
"1938:1",1938,"Shanghai",1,35,708,4.94350282485876,1
"1938:1",1938,"China",1,35,708,4.94350282485876,1
"1938:1",1938,"German",1,35,708,4.94350282485876,1
"1938:3",1938,"Singapore",3,92,458,20.0873362445415,2
"1938:3",1938,"Chinese",3,51,458,11.1353711790393,2
"1938:3",1938,"Wharf",3,39,458,8.51528384279476,2
"1938:3",1938,"Malacca",3,27,458,5.89519650655022,2
"1938:3",1938,"London",3,26,458,5.67685589519651,2
"1938:3",1938,"expected",3,24,458,5.24017467248908,2
"1938:3",1938,"Court",3,22,458,4.80349344978166,2
"1938:3",1938,"Miss",3,21,458,4.58515283842795,2
"1938:3",1938,"Government",3,21,458,4.58515283842795,2
"1938:3",1938,"York",3,21,458,4.58515283842795,2
"1938:3",1938,"Ship",3,21,458,4.58515283842795,2
"1938:3",1938,"China",3,20,458,4.36681222707424,2
"1938:3",1938,"Japanese",3,20,458,4.36681222707424,2
"1938:3",1938,"men",3,19,458,4.14847161572052,2
"1938:3",1938,"British",3,19,458,4.14847161572052,2
"1938:3",1938,"Kuala",3,19,458,4.14847161572052,2
"1938:4",1938,"Singapore",4,28,213,13.1455399061033,3
"1938:4",1938,"film",4,26,213,12.2065727699531,3
"1938:4",1938,"Hollywood",4,20,213,9.38967136150235,3
"1938:4",1938,"Miss",4,20,213,9.38967136150235,3
"1938:4",1938,"London",4,18,213,8.45070422535211,3
"1938:4",1938,"Chinese",4,18,213,8.45070422535211,3
"1938:4",1938,"wife",4,14,213,6.57276995305164,3
"1938:4",1938,"home",4,14,213,6.57276995305164,3
"1938:4",1938,"Klang",4,13,213,6.10328638497653,3
"1938:4",1938,"British",4,13,213,6.10328638497653,3
"1938:4",1938,"England",4,12,213,5.63380281690141,3
"1938:4",1938,"Paris",4,11,213,5.16431924882629,3
"1938:4",1938,"place",4,10,213,4.69483568075117,3
"1938:4",1938,"Film",4,10,213,4.69483568075117,3
"1938:4",1938,"Air",4,10,213,4.69483568075117,3
"1938:4",1938,"Police",4,10,213,4.69483568075117,3
"1938:4",1938,"York",4,10,213,4.69483568075117,3
"1938:4",1938,"star",4,10,213,4.69483568075117,3
"1938:4",1938,"Sir",4,9,213,4.22535211267606,3
"1938:4",1938,"Court",4,9,213,4.22535211267606,3
"1938:4",1938,"miles",4,9,213,4.22535211267606,3
"1938:4",1938,"recently",4,9,213,4.22535211267606,3
"1938:4",1938,"play",4,9,213,4.22535211267606,3
"1938:10",1938,"London",10,36,354,10.1694915254237,4
"1938:10",1938,"Singapore",10,32,354,9.03954802259887,4
"1938:10",1938,"words",10,29,354,8.19209039548022,4
"1938:10",1938,"York",10,27,354,7.6271186440678,4
"1938:10",1938,"woman",10,25,354,7.06214689265537,4
"1938:10",1938,"British",10,23,354,6.49717514124294,4
