"word","index","year","page","frequency","articleCount","stfreq","pagegroup","category","pagegrpnew","decade"
"arrived","1851:5",1851,5,15,133,11.2781954887218,3,"Events and Society ","middle","1850"
"Calcutta","1851:5",1851,5,14,133,10.5263157894737,3,"Persons and Places","middle","1850"
"Steamer","1851:5",1851,5,6,133,9.77443609022556,3,"Business and Commerce","middle","1850"
"China","1851:5",1851,5,9,133,6.76691729323308,3,"Persons and Places","middle","1850"
"Sir","1851:5",1851,5,9,133,6.76691729323308,3,"Persons and Places","middle","1850"
"brought","1851:5",1851,5,9,133,6.76691729323308,3,"Events and Society ","middle","1850"
"journals","1851:5",1851,5,9,133,6.76691729323308,3,"Business and Commerce","middle","1850"
"Captain","1851:5",1851,5,8,133,6.01503759398496,3,"Persons and Places","middle","1850"
"Pinang","1851:5",1851,5,8,133,6.01503759398496,3,"Persons and Places","middle","1850"
"Court","1851:5",1851,5,7,133,5.26315789473684,3,"Politics and Power","middle","1850"
"Government","1851:5",1851,5,7,133,5.26315789473684,3,"Politics and Power","middle","1850"
"Hongkong","1851:5",1851,5,7,133,5.26315789473684,3,"Persons and Places","middle","1850"
"Singapore","1851:5",1851,5,7,133,5.26315789473684,3,"Persons and Places","middle","1850"
"Dutch","1851:5",1851,5,6,133,4.51127819548872,3,"Persons and Places","middle","1850"
"advices","1851:5",1851,5,6,133,4.51127819548872,3,"Business and Commerce","middle","1850"
"arrival","1851:5",1851,5,6,133,4.51127819548872,3,"Events and Society ","middle","1850"
"brig","1851:5",1851,5,6,133,4.51127819548872,3,"Business and Commerce","middle","1850"
"days","1851:5",1851,5,6,133,4.51127819548872,3,"Events and Society ","middle","1850"
"Intelligence","1851:5",1851,5,6,133,4.51127819548872,3,"Business and Commerce","middle","1850"
"left","1851:5",1851,5,6,133,4.51127819548872,3,"Events and Society ","middle","1850"
"place","1851:5",1851,5,6,133,4.51127819548872,3,"Events and Society ","middle","1850"
"Ship","1851:5",1851,5,6,133,4.51127819548872,3,"Business and Commerce","middle","1850"
"Vessel","1851:5",1851,5,6,133,4.51127819548872,3,"Business and Commerce","middle","1850"
"Cape","1851:5",1851,5,5,133,3.7593984962406,3,"Persons and Places","middle","1850"
"Erin","1851:5",1851,5,5,133,3.7593984962406,3,"Persons and Places","middle","1850"
"appeared","1851:5",1851,5,5,133,3.7593984962406,3,"Events and Society ","middle","1850"
"board","1851:5",1851,5,5,133,3.7593984962406,3,"Business and Commerce","middle","1850"
"end","1851:5",1851,5,5,133,3.7593984962406,3,"Events and Society ","middle","1850"
"Gold","1851:5",1851,5,5,133,3.7593984962406,3,"Business and Commerce","middle","1850"
"land","1851:5",1851,5,5,133,3.7593984962406,3,"Business and Commerce","middle","1850"
"learn","1851:5",1851,5,5,133,3.7593984962406,3,"Events and Society ","middle","1850"
"meeting","1851:5",1851,5,5,133,3.7593984962406,3,"Politics and Power","middle","1850"
"member","1851:5",1851,5,5,133,3.7593984962406,3,"Events and Society ","middle","1850"
"notice","1851:5",1851,5,5,133,3.7593984962406,3,"Business and Commerce","middle","1850"
"seen","1851:5",1851,5,5,133,3.7593984962406,3,"Events and Society ","middle","1850"
"British","1851:6",1851,6,9,115,7.82608695652174,4,"Politics and Power","middle","1850"
"Captain","1851:6",1851,6,9,115,7.82608695652174,4,"Persons and Places","middle","1850"
"Lord","1851:6",1851,6,9,115,7.82608695652174,4,"Persons and Places","middle","1850"
"Sir","1851:6",1851,6,9,115,7.82608695652174,4,"Persons and Places","middle","1850"
"present","1851:6",1851,6,7,115,6.08695652173913,4,"Events and Society ","middle","1850"
"well","1851:6",1851,6,7,115,6.08695652173913,4,"Events and Society ","middle","1850"
"Court","1851:6",1851,6,6,115,5.21739130434783,4,"Politics and Power","middle","1850"
"arrived","1851:6",1851,6,6,115,5.21739130434783,4,"Events and Society ","middle","1850"
"case","1851:6",1851,6,6,115,5.21739130434783,4,"Events and Society ","middle","1850"
"place","1851:6",1851,6,6,115,5.21739130434783,4,"Events and Society ","middle","1850"
"public","1851:6",1851,6,6,115,5.21739130434783,4,"Events and Society ","middle","1850"
"address","1851:6",1851,6,5,115,4.34782608695652,4,"Business and Commerce","middle","1850"
"appears","1851:6",1851,6,5,115,4.34782608695652,4,"Events and Society ","middle","1850"
"letter","1851:6",1851,6,5,115,4.34782608695652,4,"Events and Society ","middle","1850"
"pcs","1851:6",1851,6,5,115,4.34782608695652,4,"Business and Commerce","middle","1850"
"subject","1851:6",1851,6,5,115,4.34782608695652,4,"Events and Society ","middle","1850"
"use","1851:6",1851,6,5,115,4.34782608695652,4,"Events and Society ","middle","1850"
"bark","1851:7",1851,7,105,341,30.791788856305,5,"Business and Commerce","middle","1850"
"Ship","1851:7",1851,7,83,341,24.3401759530792,5,"Business and Commerce","middle","1850"
"cwt","1851:7",1851,7,80,341,23.4604105571848,5,"Business and Commerce","middle","1850"
"brig","1851:7",1851,7,79,341,23.1671554252199,5,"Business and Commerce","middle","1850"
"Calcutta","1851:7",1851,7,76,341,22.2873900293255,5,"Persons and Places","middle","1850"
"Brit","1851:7",1851,7,72,341,21.1143695014663,5,"Politics and Power","middle","1850"
"London","1851:7",1851,7,69,341,20.2346041055718,5,"Persons and Places","middle","1850"
"Liverpool","1851:7",1851,7,62,341,18.1818181818182,5,"Persons and Places","middle","1850"
"Guan","1851:7",1851,7,60,341,17.5953079178886,5,"Persons and Places","middle","1850"
"British","1851:7",1851,7,55,341,16.1290322580645,5,"Politics and Power","middle","1850"
"announce","1852:4",1852,4,38,177,21.4689265536723,1,"Events and Society ","front","1850"
"arrival","1852:4",1852,4,37,177,20.9039548022599,1,"Events and Society ","front","1850"
"Passenger","1852:4",1852,4,36,177,20.3389830508475,1,"Business and Commerce","front","1850"
"Singapore","1852:4",1852,4,27,177,15.2542372881356,1,"Persons and Places","front","1850"
"Captain","1852:4",1852,4,21,177,11.864406779661,1,"Persons and Places","front","1850"
"received","1852:4",1852,4,21,177,11.864406779661,1,"Events and Society ","front","1850"
"Calcutta","1852:4",1852,4,17,177,9.6045197740113,1,"Persons and Places","front","1850"
"arrived","1852:4",1852,4,16,177,9.03954802259887,1,"Events and Society ","front","1850"
"Steamer","1852:4",1852,4,12,177,6.77966101694915,1,"Business and Commerce","front","1850"
"China","1852:4",1852,4,11,177,6.21468926553672,1,"Persons and Places","front","1850"
"Dutch","1852:4",1852,4,11,177,6.21468926553672,1,"Persons and Places","front","1850"
"Lord","1852:5",1852,5,15,228,6.57894736842105,2,"Persons and Places","front","1850"
"received","1852:5",1852,5,13,228,5.70175438596491,2,"Events and Society ","front","1850"
"Sir","1852:5",1852,5,12,228,5.26315789473684,2,"Persons and Places","front","1850"
"given","1852:5",1852,5,11,228,4.82456140350877,2,"Events and Society ","front","1850"
"Captain","1852:5",1852,5,10,228,4.3859649122807,2,"Persons and Places","front","1850"
"country","1852:5",1852,5,10,228,4.3859649122807,2,"Events and Society ","front","1850"
"Chinese","1852:5",1852,5,9,228,3.94736842105263,2,"Politics and Power","front","1850"
"great","1852:5",1852,5,9,228,3.94736842105263,2,"Events and Society ","front","1850"
"house","1852:5",1852,5,9,228,3.94736842105263,2,"Events and Society ","front","1850"
"way","1852:5",1852,5,9,228,3.94736842105263,2,"Events and Society ","front","1850"
"Calcutta","1852:5",1852,5,8,228,3.50877192982456,2,"Persons and Places","front","1850"
"China","1852:5",1852,5,8,228,3.50877192982456,2,"Persons and Places","front","1850"
"Singapore","1852:5",1852,5,8,228,3.50877192982456,2,"Persons and Places","front","1850"
"brought","1852:5",1852,5,8,228,3.50877192982456,2,"Events and Society ","front","1850"
"Gold","1852:5",1852,5,8,228,3.50877192982456,2,"Business and Commerce","front","1850"
"ill","1852:5",1852,5,8,228,3.50877192982456,2,"Events and Society ","front","1850"
"old","1852:5",1852,5,8,228,3.50877192982456,2,"Events and Society ","front","1850"
"place","1852:5",1852,5,8,228,3.50877192982456,2,"Events and Society ","front","1850"
"arrival","1852:5",1852,5,7,228,3.07017543859649,2,"Events and Society ","front","1850"
"gentleman","1852:5",1852,5,7,228,3.07017543859649,2,"Events and Society ","front","1850"
"instant","1852:5",1852,5,7,228,3.07017543859649,2,"Events and Society ","front","1850"
"late","1852:5",1852,5,7,228,3.07017543859649,2,"Events and Society ","front","1850"
"Passenger","1852:5",1852,5,7,228,3.07017543859649,2,"Business and Commerce","front","1850"
"wife","1852:5",1852,5,7,228,3.07017543859649,2,"Events and Society ","front","1850"
"Police","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"arc","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"arrived","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"good","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"left","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"morning","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"party","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"reached","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"report","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"Steamer","1852:5",1852,5,6,228,2.63157894736842,2,"Business and Commerce","front","1850"
"young","1852:5",1852,5,6,228,2.63157894736842,2,"Events and Society ","front","1850"
"Sir","1852:6",1852,6,11,207,5.31400966183575,3,"Persons and Places","middle","1850"
"great","1852:6",1852,6,11,207,5.31400966183575,3,"Events and Society ","middle","1850"
"left","1852:6",1852,6,11,207,5.31400966183575,3,"Events and Society ","middle","1850"
"Singapore","1852:6",1852,6,9,207,4.34782608695652,3,"Persons and Places","middle","1850"
"arrived","1852:6",1852,6,9,207,4.34782608695652,3,"Events and Society ","middle","1850"
"good","1852:6",1852,6,9,207,4.34782608695652,3,"Events and Society ","middle","1850"
"late","1852:6",1852,6,9,207,4.34782608695652,3,"Events and Society ","middle","1850"
"received","1852:6",1852,6,9,207,4.34782608695652,3,"Events and Society ","middle","1850"
"replied","1852:6",1852,6,9,207,4.34782608695652,3,"Events and Society ","middle","1850"
"arc","1852:6",1852,6,8,207,3.86473429951691,3,"Events and Society ","middle","1850"
"article","1852:6",1852,6,8,207,3.86473429951691,3,"Events and Society ","middle","1850"
"letter","1852:6",1852,6,8,207,3.86473429951691,3,"Events and Society ","middle","1850"
"place","1852:6",1852,6,8,207,3.86473429951691,3,"Events and Society ","middle","1850"
"time","1852:6",1852,6,8,207,3.86473429951691,3,"Events and Society ","middle","1850"
"Tin","1852:6",1852,6,8,207,3.86473429951691,3,"Business and Commerce","middle","1850"
"without","1852:6",1852,6,8,207,3.86473429951691,3,"Events and Society ","middle","1850"
"Captain","1852:6",1852,6,7,207,3.38164251207729,3,"Persons and Places","middle","1850"
"Business","1852:6",1852,6,7,207,3.38164251207729,3,"Business and Commerce","middle","1850"
"gentleman","1852:6",1852,6,7,207,3.38164251207729,3,"Events and Society ","middle","1850"
"lady","1852:6",1852,6,7,207,3.38164251207729,3,"Events and Society ","middle","1850"
"Market","1852:6",1852,6,7,207,3.38164251207729,3,"Business and Commerce","middle","1850"
"report","1852:6",1852,6,7,207,3.38164251207729,3,"Events and Society ","middle","1850"
"China","1852:6",1852,6,6,207,2.89855072463768,3,"Persons and Places","middle","1850"
"Great","1852:6",1852,6,6,207,2.89855072463768,3,"Persons and Places","middle","1850"
"morning","1852:6",1852,6,6,207,2.89855072463768,3,"Events and Society ","middle","1850"
"arrival","1852:6",1852,6,6,207,2.89855072463768,3,"Events and Society ","middle","1850"
"demand","1852:6",1852,6,6,207,2.89855072463768,3,"Business and Commerce","middle","1850"
"evening","1852:6",1852,6,6,207,2.89855072463768,3,"Events and Society ","middle","1850"
"expected","1852:6",1852,6,6,207,2.89855072463768,3,"Business and Commerce","middle","1850"
"many","1852:6",1852,6,6,207,2.89855072463768,3,"Events and Society ","middle","1850"
"month","1852:6",1852,6,6,207,2.89855072463768,3,"Business and Commerce","middle","1850"
"paper","1852:6",1852,6,6,207,2.89855072463768,3,"Business and Commerce","middle","1850"
"Britain","1852:6",1852,6,5,207,2.41545893719807,3,"Politics and Power","middle","1850"
"English","1852:6",1852,6,5,207,2.41545893719807,3,"Politics and Power","middle","1850"
"French","1852:6",1852,6,5,207,2.41545893719807,3,"Persons and Places","middle","1850"
"bad","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"called","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"feet","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"full","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"ill","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"importance","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"instant","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"old","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"public","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"sales","1852:6",1852,6,5,207,2.41545893719807,3,"Business and Commerce","middle","1850"
"school","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"small","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"State","1852:6",1852,6,5,207,2.41545893719807,3,"Politics and Power","middle","1850"
"world","1852:6",1852,6,5,207,2.41545893719807,3,"Events and Society ","middle","1850"
"cwt","1852:7",1852,7,73,398,18.3417085427136,4,"Business and Commerce","middle","1850"
"dollars","1852:7",1852,7,73,398,18.3417085427136,4,"Business and Commerce","middle","1850"
"bark","1852:7",1852,7,68,398,17.0854271356784,4,"Business and Commerce","middle","1850"
"Liverpool","1852:7",1852,7,57,398,14.321608040201,4,"Persons and Places","middle","1850"
"Ship","1852:7",1852,7,48,398,12.0603015075377,4,"Business and Commerce","middle","1850"
"brig","1852:7",1852,7,46,398,11.5577889447236,4,"Business and Commerce","middle","1850"
"Calcutta","1852:7",1852,7,45,398,11.3065326633166,4,"Persons and Places","middle","1850"
"British","1852:7",1852,7,43,398,10.8040201005025,4,"Politics and Power","middle","1850"
"London","1852:7",1852,7,42,398,10.5527638190955,4,"Persons and Places","middle","1850"
"sailing","1852:7",1852,7,42,398,10.5527638190955,4,"Events and Society ","middle","1850"
"Hongkong","1852:7",1852,7,41,398,10.3015075376884,4,"Persons and Places","middle","1850"
"Brit","1852:7",1852,7,40,398,10.0502512562814,4,"Politics and Power","middle","1850"
"announce","1853:4",1853,4,53,110,48.1818181818182,1,"Events and Society ","front","1850"
"Passenger","1853:4",1853,4,45,110,40.9090909090909,1,"Business and Commerce","front","1850"
"arrival","1853:4",1853,4,40,110,36.3636363636364,1,"Events and Society ","front","1850"
"Singapore","1853:4",1853,4,32,110,29.0909090909091,1,"Persons and Places","front","1850"
"Hongkong","1853:4",1853,4,23,110,20.9090909090909,1,"Persons and Places","front","1850"
"Calcutta","1853:4",1853,4,20,110,18.1818181818182,1,"Persons and Places","front","1850"
"Captain","1853:4",1853,4,17,110,15.4545454545455,1,"Persons and Places","front","1850"
"Batavia","1853:4",1853,4,16,110,14.5454545454545,1,"Persons and Places","front","1850"
"arrived","1853:4",1853,4,15,110,13.6363636363636,1,"Events and Society ","front","1850"
"received","1853:4",1853,4,13,110,11.8181818181818,1,"Events and Society ","front","1850"
"Steamer","1853:4",1853,4,13,110,11.8181818181818,1,"Business and Commerce","front","1850"
"Singapore","1853:5",1853,5,18,108,16.6666666666667,2,"Persons and Places","front","1850"
"Bombay","1853:5",1853,5,14,108,12.962962962963,2,"Persons and Places","front","1850"
"Captain","1853:5",1853,5,12,108,11.1111111111111,2,"Persons and Places","front","1850"
"Hongkong","1853:5",1853,5,11,108,10.1851851851852,2,"Persons and Places","front","1850"
"received","1853:5",1853,5,11,108,10.1851851851852,2,"Events and Society ","front","1850"
"Committee","1853:5",1853,5,10,108,9.25925925925926,2,"Politics and Power","front","1850"
"arrived","1853:5",1853,5,10,108,9.25925925925926,2,"Events and Society ","front","1850"
"China","1853:5",1853,5,8,108,7.40740740740741,2,"Persons and Places","front","1850"
"instant","1853:5",1853,5,8,108,7.40740740740741,2,"Events and Society ","front","1850"
"left","1853:5",1853,5,8,108,7.40740740740741,2,"Events and Society ","front","1850"
